"","x"
"2859","CREG"
"2860","Snx16"
"2861","CG3530"
"2862","CG3530"
"2863","fws"
"2864","CTPsyn"
"2865","Aldh-III"
"2866","Aldh-III"
"2867","SNF4Agamma"
"2868","Nup133"
"2869","SMSr"
"2870","Tim10"
"2871","Tim8"
"2872","CG6115"
"2873","RpS27"
"2874","CG17333"
"2875","nAChRbeta1"
"2876","nAChRbeta1"
"2877","nAChRbeta1"
"2878","nAChRbeta1"
"2879","PHGPx"
"2880","Tim23"
"2881","Syx8"
"2882","Pmm2"
"2883","Tpi"
"2884","CaMKI"
"2885","CG33523"
"2886","Mlp84B"
"2887","RpS17"
"2888","Calr"
"2889","Hsl"
"2890","CAP"
"2891","MAN1"
"2892","isoQC"
"2893","aru"
"2894","Jupiter"
"2895","Dhod"
"2896","LRR"
"2897","SLC22A"
"2898","Pex13"
"2899","CG1316"
"2900","wun"
"2901","CG5033"
"2902","Sar1"
"2903","CG9775"
"2904","ATPsynCF6"
"2905","CG12170"
"2906","Inos"
"2907","Zip99C"
"2908","CG31548"
"2909","CG5854"
"2910","glob1"
"2911","fabp"
"2912","fabp"
"2913","fabp"
"2914","fabp"
"2915","fabp"
"2916","fabp"
"2917","Pop2"
"2918","ThrRS"
"2919","PHGPx"
"2920","CG15118"
"2921","Nmda1"
"2922","Pect"
"2923","Pex19"
"2924","CG12093"
"2925","CG6084"
"2926","CG6084"
"2927","CG11125"
"2928","alphaTub84B"
"2929","dre4"
"2930","MESK2"
"2931","CG6420"
"2932","RhoGEF3"
"2933","RhoGEF3"
"2934","KrT95D"
"2935","CG42514"
"2936","CG43373"
"2937","Rpn10"
"2938","gish"
"2939","Gnf1"
"2940","muc"
"2941","stck"
"2942","RhoGEF3"
"2943","RhoGEF3"
"2944","RpL36"
"2945","CG13392"
"2946","sm"
"2947","CG6752"
"2948","CG8176"
"2949","CG8176"
"2950","ps"
"2951","Neb-cGP"
"2952","ND-MLRQ"
"2953","ND-B15"
"2954","RpS29"
"2955","RpL37A"
"2956","CG6878"
"2957","CG33181"
"2958","CG7646"
"2959","Fis1"
"2960","CG8343"
"2961","CG14812"
"2962","CG18081"
"2963","AP-2sigma"
"2964","RpL32"
"2965","RpL10Ab"
"2966","cni"
"2967","Srp9"
"2968","sun"
"2969","CG31648"
"2970","Tina-1"
"2971","ATPsynB"
"2972","ATPsynbeta"
"2973","Tsp2A"
"2974","RpS4"
"2975","P5cr-2"
"2976","RpL5"
"2977","Ubc10"
"2978","Rap2l"
"2979","Rap2l"
"2980","Rap2l"
"2981","Adk1"
"2982","eIF4E1"
"2983","PGRP-LB"
"2984","Fkbp14"
"2985","CG2076"
"2986","CG14621"
"2987","ninaE"
"2988","Ccm3"
"2989","Spt-I"
"2990","CG5059"
"2991","Trp1"
"2992","Herp"
"2993","mRNA-cap"
"2994","CG11089"
"2995","jdp"
"2996","ND-75"
"2997","Flo2"
"2998","Tg"
"2999","Atg9"
"3000","CG11210"
"3001","Gat"
"3002","Mct1"
"3003","GLS"
"3004","comt"
"3005","CG33331"
"3006","CG13784"
"3007","Pect"
"3008","alien"
"3009","Ost48"
"3010","CG33523"
"3011","CG16758"
"3012","RtcB"
"3013","Syx5"
"3014","Gdi"
"3015","eEF1alpha1"
"3016","whd"
"3017","Fas2"
"3018","Fas2"
"3019","Wsck"
"3020","Tm1"
"3021","shi"
"3022","Zip99C"
"3023","pum"
"3024","Fs(2)Ket"
"3025","NAT1"
"3026","Nc73EF"
"3027","SREBP"
"3028","Pde8"
"3029","Pi3K92E"
"3030","Gp210"
"3031","Pkc53E"
"3032","Npl4"
"3033","Nc73EF"
"3034","Lap1"
"3035","Lap1"
"3036","oys"
"3037","rdgA"
"3038","CG5087"
"3039","dally"
"3040","CG8177"
"3041","hop"
"3042","hop"
"3043","brm"
"3044","PlexB"
"3045","PlexB"
"3046","PlexB"
"3047","Sln"
"3048","SpdS"
"3049","row"
"3050","Cont"
"3051","Cont"
"3052","RpL10"
"3053","CG42540"
"3054","CG4908"
"3055","Marf"
"3056","Dop2R"
"3057","mgl"
"3058","Tm1"
"3059","mtSSB"
"3060","CAP"
"3061","Mgstl"
"3062","CG8613"
"3063","Stat92E"
"3064","UGP"
"3065","CG33217"
"3066","Sec61beta"
"3067","CG10470"
"3068","isoQC"
"3069","neur"
"3070","neur"
"3071","CG7231"
"3072","Lmpt"
"3073","Epg5"
"3074","Miro"
"3075","RpL30"
"3076","Rbp6"
"3077","RpL28"
"3078","cype"
"3079","DCP1"
"3080","DCP1"
"3081","CG7582"
"3082","ry"
"3083","Synj"
"3084","Pgk"
"3085","GABA-B-R2"
"3086","Mgat2"
"3087","mRpS22"
"3088","tral"
"3089","CG33523"
"3090","MESK2"
"3091","Eaat2"
"3092","Vmat"
"3093","sif"
"3094","Lsd-1"
"3095","CG6567"
"3096","Bace"
"3097","mfas"
"3098","hoe1"
"3099","Evi5"
"3100","par-1"
"3101","Mhcl"
"3102","l(3)02640"
"3103","CG7324"
"3104","CG7324"
"3105","Vmat"
"3106","CG17660"
"3107","CG17660"
"3108","beta'COP"
"3109","CG6652"
"3110","jdp"
"3111","CG10737"
"3112","GLS"
"3113","parvin"
"3114","CG42540"
"3115","PKD"
"3116","PKD"
"3117","CG12159"
"3118","CG10418"
"3119","Pdh"
"3120","ORMDL"
"3121","wbl"
"3122","mRpS18C"
"3123","Amnionless"
"3124","CG32069"
"3125","CG16986"
"3126","Prp19"
"3127","UQCR-14L"
"3128","PIG-X"
"3129","CG13663"
"3130","CG11110"
"3131","Pex12"
"3132","CG13950"
"3133","CG13950"
"3134","CG13950"
"3135","CG13950"
"3136","CG13950"
"3137","CG18547"
"3138","CG18547"
"3139","CG42269"
"3140","CG7194"
"3141","Cdc5"
"3142","sw"
"3143","LanB2"
"3144","FucTB"
"3145","CG7639"
"3146","Zir"
"3147","dsh"
"3148","PAPLA1"
"3149","Pdcd4"
"3150","Rab4"
"3151","Rab4"
"3152","Wbp2"
"3153","eIF4G1"
"3154","eIF4G1"
"3155","SppL"
"3156","sqd"
"3157","Ero1L"
"3158","hop"
"3159","hop"
"3160","UBL3"
"3161","CG7564"
"3162","cta"
"3163","Lerp"
"3164","Nopp140"
"3165","CG31915"
"3166","SelR"
"3167","Ank"
"3168","PlexA"
"3169","LpR2"
"3170","FoxK"
"3171","FoxK"
"3172","heph"
"3173","heph"
"3174","heph"
"3175","CG9003"
"3176","flfl"
"3177","Fmr1"
"3178","how"
"3179","Prosap"
"3180","baz"
"3181","CG3638"
"3182","prominin-like"
"3183","CG31678"
"3184","tty"
"3185","Psn"
"3186","ena"
"3187","AIMP2"
"3188","CG8108"
"3189","CG3662"
"3190","CG3662"
"3191","CG3662"
"3192","Ac3"
"3193","sqd"
"3194","Hcf"
"3195","Su(dx)"
"3196","Su(dx)"
"3197","mub"
"3198","Pu"
"3199","Nup160"
"3200","CG6227"
"3201","Jupiter"
"3202","mle"
"3203","lig"
"3204","CG9799"
"3205","AGO1"
"3206","egr"
"3207","Gs2"
"3208","Cp1"
"3209","AdenoK"
"3210","CG5355"
"3211","CG32669"
"3212","CG32669"
"3213","CG8036"
"3214","CG8036"
"3215","CG17593"
"3216","Oatp58Dc"
"3217","fbl"
"3218","CG7966"
"3219","AP-1-2beta"
"3220","otk"
"3221","Hsc70-4"
"3222","CG13124"
"3223","SerRS"
"3224","RSG7"
"3225","kek5"
"3226","kek5"
"3227","kek5"
"3228","Adk3"
"3229","Unc-115a"
"3230","Syb"
"3231","Rbcn-3B"
"3232","Prx3"
"3233","mtd"
"3234","mtd"
"3235","Msp300"
"3236","CG8202"
"3237","FeCH"
"3238","CG18278"
"3239","Slc45-1"
"3240","sky"
"3241","Spn42Da"
"3242","vari"
"3243","caps"
"3244","ND-19"
"3245","CG15706"
"3246","CG1882"
"3247","CG42788"
"3248","par-1"
"3249","Spt5"
"3250","CG2852"
"3251","CG11980"
"3252","PIG-T"
"3253","Gs1l"
"3254","betaTub60D"
"3255","l(2)k05819"
"3256","CG3530"
"3257","CG3530"
"3258","CG8028"
"3259","bcn92"
"3260","EloB"
"3261","Drip"
"3262","eIF2Bbeta"
"3263","EndoB"
"3264","Zip102B"
"3265","Bet3"
"3266","eEF1alpha2"
"3267","RpL9"
"3268","tobi"
"3269","eIF3d1"
"3270","MESK2"
"3271","Uev1A"
"3272","CG5038"
"3273","CG1674"
"3274","CG1674"
"3275","CG1674"
"3276","kar"
"3277","SdhC"
"3278","CG6191"
"3279","RpS20"
"3280","CG33169"
"3281","tko"
"3282","UQCR-6.4"
"3283","Pdh"
"3284","vari"
"3285","Ucp4A"
"3286","RpL14"
"3287","stumps"
"3288","Shal"
"3289","CG4752"
"3290","CG33129"
"3291","CYLD"
"3292","CG9062"
"3293","CG12355"
"3294","hay"
"3295","mRpS25"
"3296","Irk3"
"3297","Irk3"
"3298","Acyp2"
"3299","CG14512"
"3300","CG43795"
"3301","Ppat-Dpck"
"3302","cora"
"3303","Galphaq"
"3304","CG1637"
"3305","Pten"
"3306","CG6707"
"3307","GstO2"
"3308","Spn42Da"
"3309","RpS18"
"3310","mio"
"3311","CG7546"
"3312","aux"
"3313","CG1607"
"3314","CG8778"
"3315","Crag"
"3316","Tim9a"
"3317","scu"
"3318","CG31937"
"3319","CG4627"
"3320","CG30047"
"3321","CG17928"
"3322","CG17928"
"3323","CG17928"
"3324","CG33096"
"3325","CG7882"
"3326","RpL36A"
"3327","Zip71B"
"3328","Arr2"
"3329","Rab14"
"3330","CG5254"
"3331","awd"
"3332","Gos28"
"3333","RpL23A"
"3334","mRpL30"
"3335","O-fut1"
"3336","TyrRS-m"
"3337","SrpRbeta"
"3338","Eip71CD"
"3339","vimar"
"3340","CG8111"
"3341","CG17726"
"3342","CASK"
"3343","CG10361"
"3344","l(2)gl"
"3345","DCTN1-p150"
"3346","Iswi"
"3347","ple"
"3348","CG2023"
"3349","CG31145"
"3350","mRpL28"
"3351","CG1317"
"3352","CG9855"
"3353","beta-Man"
"3354","CG8128"
"3355","AMPKalpha"
"3356","drpr"
"3357","TrpRS-m"
"3358","AIF"
"3359","CG15814"
"3360","AdSL"
"3361","CG8726"
"3362","Gtp-bp"
"3363","mbt"
"3364","Wdr59"
"3365","Apc2"
"3366","Atpalpha"
"3367","PIP5K59B"
"3368","eIF4E1"
"3369","EndoA"
"3370","bgm"
"3371","cno"
"3372","CG7956"
"3373","Eno"
"3374","CG6356"
"3375","CG4984"
"3376","ND-B12"
"3377","RpL37a"
"3378","CG3640"
"3379","gudu"
"3380","Sirup"
"3381","sun"
"3382","RpS6"
"3383","primo-1"
"3384","CG3270"
"3385","kar"
"3386","EMC1"
"3387","CG9044"
"3388","Glut1"
"3389","Glut1"
"3390","PIG-L"
"3391","nrv1"
"3392","CG1371"
"3393","CG1371"
"3394","mRpL15"
"3395","Galt"
"3396","P5CDh1"
"3397","RhoGAP93B"
"3398","CG11920"
"3399","CG5532"
"3400","eIF3h"
"3401","RpS3A"
"3402","Spase12"
"3403","homer"
"3404","Tao"
"3405","tsr"
"3406","tkv"
"3407","CG17556"
"3408","CG3589"
"3409","CG8545"
"3410","CG7675"
"3411","RpS9"
"3412","tacc"
"3413","tacc"
"3414","CSN5"
"3415","CG6479"
"3416","Pex23"
"3417","Csp"
"3418","CG3961"
"3419","Pax"
"3420","Pax"
"3421","Rcd1"
"3422","Stim"
"3423","AnxB11"
"3424","AnxB11"
"3425","Pkc98E"
"3426","spir"
"3427","RhoGEF3"
"3428","RhoGEF3"
"3429","mRpL27"
"3430","mRpS18A"
"3431","CG5390"
"3432","CG5390"
"3433","TppII"
"3434","CG3337"
"3435","norpA"
"3436","DIP2"
"3437","CG8549"
"3438","boca"
"3439","mRRF1"
"3440","GlcAT-I"
"3441","Mal-B1"
"3442","CG11241"
"3443","Pfk"
"3444","Ssrp"
"3445","Jupiter"
"3446","CG6891"
"3447","Rab26"
"3448","Rab26"
"3449","Gmd"
"3450","Updo"
"3451","CG5377"
"3452","CG3902"
"3453","Alas"
"3454","dor"
"3455","CG3817"
"3456","Membrin"
"3457","Culd"
"3458","Culd"
"3459","lqfR"
"3460","CG3530"
"3461","CG3530"
"3462","CG7766"
"3463","CG7766"
"3464","CG13124"
"3465","CG5196"
"3466","Ect4"
"3467","CG13850"
"3468","CG4678"
"3469","alpha-Man-Ia"
"3470","dnc"
"3471","su(r)"
"3472","S-Lap2"
"3473","Slmap"
"3474","RhoGAP1A"
"3475","Taldo"
"3476","CG11779"
"3477","AkhR"
"3478","AsnS"
"3479","CG31075"
"3480","CG2145"
"3481","CG11537"
"3482","CG7616"
"3483","Aldh"
"3484","Dhod"
"3485","CG10132"
"3486","sws"
"3487","Gfrl"
"3488","alc"
"3489","LpR2"
"3490","CG4629"
"3491","Tina-1"
"3492","Zasp52"
"3493","Zasp52"
"3494","C3G"
"3495","l(3)neo43"
"3496","CG15403"
"3497","CG34351"
"3498","CG12848"
"3499","CG10581"
"3500","CG17266"
"3501","beat-VII"
"3502","CG34357"
"3503","mIF3"
"3504","CG13404"
"3505","CG31229"
"3506","Rab26"
"3507","Rab26"
"3508","Gba1b"
"3509","Snp"
"3510","CCHa2-R"
"3511","CG13794"
"3512","CG30345"
"3513","CG14857"
"3514","Sema2b"
"3515","Sema2b"
"3516","Gprk1"
"3517","Hasp"
"3518","CG10737"
"3519","RIC-3"
"3520","cu"
"3521","CG7766"
"3522","CG7766"
"3523","Cadps"
"3524","bel"
"3525","capt"
"3526","CAP"
"3527","Atet"
"3528","CG34228"
"3529","Pka-R2"
"3530","tau"
"3531","CG12004"
"3532","CG46280"
"3533","ome"
"3534","SNF4Agamma"
"3535","MICU1"
"3536","Pka-R2"
"3537","GLS"
"3538","CG11241"
"3539","CG33977"
"3540","CG8673"
"3541","CG34015"
"3542","St3"
"3543","ATPCL"
"3544","Gprk2"
"3545","mor"
"3546","CalpB"
"3547","Mgat1"
"3548","AP-2alpha"
"3549","CG14650"
"3550","Txl"
"3551","CG31064"
"3552","Vps26"
"3553","loj"
"3554","mon2"
"3555","spin"
"3556","meigo"
"3557","lt"
"3558","eIF4B"
"3559","msn"
"3560","Gdh"
"3561","Psi"
"3562","Smg5"
"3563","su(f)"
"3564","Stt3A"
"3565","Dhit"
"3566","SNF4Agamma"
"3567","Cerk"
"3568","Cht7"
"3569","Phb2"
"3570","ND-49"
"3571","Nha1"
"3572","fidipidine"
"3573","CG31140"
"3574","CG8774"
"3575","Usp14"
"3576","CG17715"
"3577","CG7083"
"3578","svr"
"3579","ome"
"3580","CG34348"
"3581","Rpi"
"3582","Mdr50"
"3583","Spn28Dc"
"3584","HnRNP-K"
"3585","CG3168"
"3586","CG4562"
"3587","nocte"
"3588","CG13605"
"3589","CG13605"
"3590","CG44837"
"3591","CG10869"
"3592","CG13384"
"3593","CG13384"
"3594","sxc"
"3595","CG5913"
"3596","spir"
"3597","olf186-F"
"3598","olf186-F"
"3599","Cdep"
"3600","su(f)"
"3601","Ork1"
"3602","Ork1"
"3603","retm"
"3604","Sodh-1"
"3605","Ubr1"
"3606","eIF3c"
"3607","CG9175"
"3608","Usp7"
"3609","CaMKII"
"3610","Rint1"
